,CO [mg.m-3],Mesto,NO [ug.m-3],NO2 [ug.m-3],NOX [ug.m-3],O3 [ug.m-3],P [mb],PM1 [ug.m-3],PM10 [ug.m-3],PM2.5 [ug.m-3],Rh [%],SO2 [ug.m-3],Unnamed: 0,V [m/s],Vreme,dd [°],t [°C],Mesto_Beograd,Mesto_Kragujevac,Mesto_Nis,Mesto_Novi Sad,Mesto_Sabac,Mesto_Uzice
4262,1.03,Uzice,46.66,76.75,148.22,,978.91,,,,69.95,2.9,663.0,0.37,2019-12-01 09:00:00,176.4,0.26,0,0,0,0,0,1
4263,1.02,Uzice,37.13,79.58,137.03,,978.34,,,,64.17,2.3,664.0,0.83,2019-12-01 10:00:00,120.23,2.9,0,0,0,0,0,1
4264,1.04,Uzice,33.01,76.73,127.25,,977.61,,,,60.13,2.17,665.0,0.87,2019-12-01 11:00:00,114.74,4.35,0,0,0,0,0,1
4265,0.93,Uzice,30.78,80.32,127.4,,976.9,,,,55.37,2.23,666.0,0.69,2019-12-01 12:00:00,126.2,5.81,0,0,0,0,0,1
4266,1.02,Uzice,42.04,88.22,152.28,,976.12,,,,48.58,3.14,667.0,0.61,2019-12-01 13:00:00,148.36,6.51,0,0,0,0,0,1
4267,1.29,Uzice,,,,,975.87,,,,53.74,4.88,668.0,0.42,2019-12-01 14:00:00,140.74,5.08,0,0,0,0,0,1
4268,1.71,Uzice,125.63,106.32,298.12,,975.95,,,,60.73,,669.0,0.24,2019-12-01 15:00:00,136.48,3.71,0,0,0,0,0,1
4269,,Uzice,116.47,101.73,281.52,,976.0,,,,64.7,5.93,670.0,0.43,2019-12-01 16:00:00,259.5,2.52,0,0,0,0,0,1
4270,1.8,Uzice,98.03,96.89,247.63,,976.4,,,,68.98,5.62,671.0,0.61,2019-12-01 17:00:00,261.3,1.5,0,0,0,0,0,1
4271,2.08,Uzice,99.68,95.22,248.44,,976.36,,,,71.24,5.95,672.0,0.5,2019-12-01 18:00:00,249.17,0.96,0,0,0,0,0,1
4272,2.17,Uzice,89.15,84.22,220.88,,976.27,,,,72.73,5.25,673.0,0.2,2019-12-01 19:00:00,214.38,0.8,0,0,0,0,0,1
4273,2.25,Uzice,104.98,84.13,245.97,,976.12,,,,73.81,6.13,674.0,0.56,2019-12-01 20:00:00,249.19,0.48,0,0,0,0,0,1
4274,2.3,Uzice,96.71,78.11,226.15,,976.07,,,,75.26,5.76,675.0,0.18,2019-12-01 21:00:00,215.22,0.15,0,0,0,0,0,1
4275,1.93,Uzice,143.28,83.19,302.21,,975.88,,,,76.32,7.97,676.0,0.69,2019-12-01 22:00:00,256.23,-0.09,0,0,0,0,0,1
4276,1.68,Uzice,45.68,71.0,141.03,,975.73,,,,75.17,3.2,677.0,0.31,2019-12-01 23:00:00,195.05,0.32,0,0,0,0,0,1
4277,1.59,Uzice,37.63,68.6,126.19,,975.08,,,,73.8,2.57,678.0,0.54,2019-12-02 00:00:00,241.91,0.67,0,0,0,0,0,1
4278,1.52,Uzice,29.48,67.59,112.9,,974.65,,,,73.9,2.28,679.0,0.36,2019-12-02 01:00:00,194.36,0.83,0,0,0,0,0,1
4279,2.18,Uzice,33.24,69.83,120.74,,974.03,,,,74.18,2.81,680.0,0.54,2019-12-02 02:00:00,114.88,1.1,0,0,0,0,0,1
4280,2.22,Uzice,34.69,69.26,122.37,,973.19,,,,76.34,2.87,681.0,0.42,2019-12-02 03:00:00,115.07,1.08,0,0,0,0,0,1
4281,1.98,Uzice,45.62,71.08,141.38,,972.93,,,,77.18,3.39,682.0,0.16,2019-12-02 04:00:00,172.46,1.21,0,0,0,0,0,1
4282,2.04,Uzice,70.98,73.45,182.0,,972.13,,,,78.79,4.6,683.0,0.46,2019-12-02 05:00:00,134.87,1.36,0,0,0,0,0,1
4283,1.98,Uzice,53.56,70.26,152.32,,971.72,,,,80.06,3.79,684.0,0.74,2019-12-02 06:00:00,91.67,1.32,0,0,0,0,0,1
4284,2.04,Uzice,69.72,69.93,178.27,,971.3,,,,80.44,4.88,685.0,0.59,2019-12-02 07:00:00,108.92,1.48,0,0,0,0,0,1
4285,2.28,Uzice,111.87,76.77,248.73,,971.14,,,,79.9,6.76,686.0,0.33,2019-12-02 08:00:00,169.38,1.99,0,0,0,0,0,1
4286,2.41,Uzice,114.06,80.31,255.19,,970.88,,,,79.92,6.99,687.0,0.61,2019-12-02 09:00:00,121.07,2.45,0,0,0,0,0,1
4287,2.02,Uzice,70.59,80.26,188.21,,970.6,,,,79.0,4.51,688.0,0.95,2019-12-02 10:00:00,95.69,2.76,0,0,0,0,0,1
4288,1.94,Uzice,70.83,80.01,187.99,,969.8,,,,78.27,4.66,689.0,0.79,2019-12-02 11:00:00,95.97,3.28,0,0,0,0,0,1
4289,1.92,Uzice,55.85,84.81,169.91,,969.02,,,,77.04,4.09,690.0,1.39,2019-12-02 12:00:00,101.03,3.87,0,0,0,0,0,1
4290,1.97,Uzice,62.54,82.46,178.42,,968.64,,,,76.83,4.39,691.0,0.93,2019-12-02 13:00:00,106.98,4.2,0,0,0,0,0,1
4291,2.36,Uzice,127.12,83.5,279.73,,968.4,,,,77.3,7.6,692.0,0.38,2019-12-02 14:00:00,124.62,4.55,0,0,0,0,0,1
4292,3.02,Uzice,197.12,93.05,396.91,,968.58,,,,77.17,10.87,693.0,0.4,2019-12-02 15:00:00,135.91,4.98,0,0,0,0,0,1
4293,3.96,Uzice,234.43,87.29,449.47,,969.16,,,,77.91,12.9,694.0,0.15,2019-12-02 16:00:00,180.08,5.42,0,0,0,0,0,1
4294,4.53,Uzice,219.51,93.18,427.14,,970.42,,,,81.28,12.97,695.0,0.36,2019-12-02 17:00:00,260.66,5.98,0,0,0,0,0,1
4295,0.99,Uzice,71.56,103.99,213.25,,972.28,,,,82.39,5.01,696.0,3.72,2019-12-02 18:00:00,270.82,6.18,0,0,0,0,0,1
4296,0.99,Uzice,58.36,85.45,174.74,,973.64,,,,82.74,3.73,697.0,2.42,2019-12-02 19:00:00,266.41,4.61,0,0,0,0,0,1
4297,0.99,Uzice,59.88,80.67,171.87,,974.61,,,,82.83,3.86,698.0,1.87,2019-12-02 20:00:00,265.32,3.89,0,0,0,0,0,1
4298,0.85,Uzice,48.82,78.14,152.96,,975.17,,,,84.27,3.07,699.0,2.1,2019-12-02 21:00:00,261.93,3.25,0,0,0,0,0,1
4299,0.79,Uzice,58.88,81.91,172.95,,975.57,,,,84.22,3.33,700.0,2.31,2019-12-02 22:00:00,268.48,2.98,0,0,0,0,0,1
4300,0.73,Uzice,38.26,76.75,135.29,,975.89,,,,83.4,2.46,701.0,2.25,2019-12-02 23:00:00,269.78,2.74,0,0,0,0,0,1
4301,0.73,Uzice,34.14,74.02,126.21,,975.91,,,,81.49,2.33,702.0,2.19,2019-12-03 00:00:00,271.06,2.34,0,0,0,0,0,1
4302,0.67,Uzice,29.78,69.92,115.56,,976.1,,,,80.54,2.0,703.0,1.64,2019-12-03 01:00:00,262.36,2.02,0,0,0,0,0,1
4303,0.6,Uzice,27.77,72.67,115.21,,976.28,,,,81.0,2.24,704.0,2.05,2019-12-03 02:00:00,264.22,1.83,0,0,0,0,0,1
4304,0.57,Uzice,24.96,69.57,107.79,,976.36,,,,82.89,1.86,705.0,1.8,2019-12-03 03:00:00,257.64,1.47,0,0,0,0,0,1
4305,0.55,Uzice,24.97,70.08,108.39,,976.58,,,,82.12,1.66,706.0,1.56,2019-12-03 04:00:00,268.6,1.16,0,0,0,0,0,1
4306,0.66,Uzice,37.43,74.05,131.63,,976.71,,,,83.49,2.33,707.0,0.83,2019-12-03 05:00:00,243.39,0.88,0,0,0,0,0,1
4307,0.85,Uzice,57.74,77.98,168.04,,977.3,,,,84.24,3.27,708.0,0.98,2019-12-03 06:00:00,252.73,0.78,0,0,0,0,0,1
4308,1.01,Uzice,67.95,81.74,185.34,,977.72,,,,86.67,3.99,709.0,0.94,2019-12-03 07:00:00,252.51,0.58,0,0,0,0,0,1
4309,0.94,Uzice,57.02,79.51,166.78,,978.18,,,,88.14,3.41,710.0,0.98,2019-12-03 08:00:00,261.35,0.48,0,0,0,0,0,1
4310,0.92,Uzice,56.42,79.89,166.99,,978.75,,,,86.63,3.18,711.0,1.0,2019-12-03 09:00:00,254.4,0.76,0,0,0,0,0,1
4311,1.14,Uzice,79.21,85.85,210.47,,978.82,,,,86.57,4.31,712.0,0.74,2019-12-03 10:00:00,248.89,1.15,0,0,0,0,0,1
4312,1.01,Uzice,69.84,86.89,196.49,,978.35,,,,83.18,4.1,713.0,1.86,2019-12-03 11:00:00,269.01,1.51,0,0,0,0,0,1
4313,0.87,Uzice,60.33,91.19,183.55,,978.02,,,,78.57,3.67,714.0,2.25,2019-12-03 12:00:00,269.44,1.79,0,0,0,0,0,1
