,CO [mg.m-3],Mesto,NO [ug.m-3],NO2 [ug.m-3],NOX [ug.m-3],O3 [ug.m-3],P [mb],PM1 [ug.m-3],PM10 [ug.m-3],PM2.5 [ug.m-3],Rh [%],SO2 [ug.m-3],Unnamed: 0,V [m/s],Vreme,dd [°],t [°C],Mesto_Beograd,Mesto_Kragujevac,Mesto_Nis,Mesto_Novi Sad,Mesto_Sabac,Mesto_Uzice
1925,0.47,Kragujevac,7.05,12.13,22.95,,997.01,,,,75.68,3.02,485.0,0.84,2019-11-23 22:00:00,78.01,6.21,0,1,0,0,0,0
1926,0.4,Kragujevac,3.97,10.19,16.22,,996.94,,,,75.93,2.67,486.0,1.12,2019-11-23 23:00:00,73.25,6.18,0,1,0,0,0,0
1927,0.48,Kragujevac,5.67,10.86,19.63,,996.82,,,,76.41,2.59,487.0,0.55,2019-11-24 00:00:00,64.99,5.88,0,1,0,0,0,0
1928,0.59,Kragujevac,11.04,12.01,28.98,,996.62,,,,77.33,3.13,488.0,0.1,2019-11-24 01:00:00,185.96,4.76,0,1,0,0,0,0
1929,0.57,Kragujevac,8.13,10.24,22.69,,996.36,,,,79.19,2.53,489.0,0.15,2019-11-24 02:00:00,163.29,3.83,0,1,0,0,0,0
1930,0.6,Kragujevac,8.55,9.99,23.02,,996.24,,,,80.94,2.66,490.0,0.02,2019-11-24 03:00:00,102.3,3.02,0,1,0,0,0,0
1931,0.58,Kragujevac,14.44,10.42,32.7,,996.25,,,,82.46,3.66,491.0,0.2,2019-11-24 04:00:00,256.88,2.91,0,1,0,0,0,0
1932,0.5,Kragujevac,9.89,9.99,25.17,,996.21,,,,83.54,3.94,492.0,0.23,2019-11-24 05:00:00,180.12,3.31,0,1,0,0,0,0
1933,0.55,Kragujevac,8.87,10.94,24.54,,996.3,,,,84.32,8.33,493.0,0.39,2019-11-24 06:00:00,205.79,3.32,0,1,0,0,0,0
1934,0.65,Kragujevac,15.14,12.9,35.94,,996.4,,,,84.93,8.08,494.0,0.14,2019-11-24 07:00:00,2.69,4.31,0,1,0,0,0,0
1935,0.63,Kragujevac,10.62,13.34,29.6,,996.69,,,,83.22,7.06,495.0,0.27,2019-11-24 08:00:00,78.86,6.54,0,1,0,0,0,0
1936,0.48,Kragujevac,7.57,11.68,23.32,,996.65,,,,75.65,4.34,496.0,1.75,2019-11-24 09:00:00,52.58,9.77,0,1,0,0,0,0
1937,0.49,Kragujevac,6.12,13.21,22.64,,996.25,,,,66.14,4.18,497.0,2.6,2019-11-24 10:00:00,44.17,11.43,0,1,0,0,0,0
1938,0.56,Kragujevac,7.01,16.05,26.79,,995.49,,,,62.08,4.58,498.0,2.58,2019-11-24 11:00:00,46.69,12.18,0,1,0,0,0,0
1939,0.5,Kragujevac,6.31,15.25,24.9,,994.72,,,,60.63,4.8,499.0,2.62,2019-11-24 12:00:00,35.99,12.32,0,1,0,0,0,0
1940,0.56,Kragujevac,6.45,16.31,26.18,,994.07,,,,59.68,4.43,500.0,2.74,2019-11-24 13:00:00,29.43,12.52,0,1,0,0,0,0
1941,0.61,Kragujevac,7.28,17.67,28.91,,993.77,,,,59.73,4.21,501.0,2.42,2019-11-24 14:00:00,31.33,11.66,0,1,0,0,0,0
1942,0.68,Kragujevac,7.33,17.51,28.73,,993.54,,,,62.16,3.96,502.0,2.33,2019-11-24 15:00:00,21.75,10.37,0,1,0,0,0,0
1943,0.84,Kragujevac,5.23,15.42,23.4,,993.56,,,,65.72,3.77,503.0,2.04,2019-11-24 16:00:00,10.0,9.0,0,1,0,0,0,0
1944,0.71,Kragujevac,14.02,15.36,36.87,,993.73,,,,68.94,3.82,504.0,2.53,2019-11-24 17:00:00,14.95,8.14,0,1,0,0,0,0
1945,0.57,Kragujevac,4.41,11.51,18.27,,993.96,,,,71.84,3.46,505.0,2.35,2019-11-24 18:00:00,2.67,7.11,0,1,0,0,0,0
1946,0.64,Kragujevac,3.83,11.05,16.96,,994.1,,,,74.34,3.38,506.0,2.79,2019-11-24 19:00:00,15.91,6.62,0,1,0,0,0,0
1947,0.68,Kragujevac,5.61,12.76,21.4,,993.96,,,,75.45,3.66,507.0,2.61,2019-11-24 20:00:00,24.97,6.29,0,1,0,0,0,0
1948,0.56,Kragujevac,4.43,10.48,17.28,,993.76,,,,76.38,3.5,508.0,2.91,2019-11-24 21:00:00,23.36,6.23,0,1,0,0,0,0
1949,0.57,Kragujevac,3.94,10.62,16.59,,993.61,,,,76.88,3.56,509.0,3.2,2019-11-24 22:00:00,23.98,6.15,0,1,0,0,0,0
1950,0.51,Kragujevac,3.13,8.41,13.21,,993.36,,,,77.48,3.45,510.0,3.33,2019-11-24 23:00:00,18.86,6.19,0,1,0,0,0,0
1951,0.42,Kragujevac,2.75,7.29,11.5,,993.05,,,,78.01,3.24,511.0,3.19,2019-11-25 00:00:00,2.8,6.19,0,1,0,0,0,0
1952,0.37,Kragujevac,2.31,7.0,10.46,,992.95,,,,78.26,3.29,512.0,2.72,2019-11-25 01:00:00,9.53,6.21,0,1,0,0,0,0
1953,0.39,Kragujevac,2.74,6.49,10.7,,992.49,,,,78.43,3.34,513.0,2.54,2019-11-25 02:00:00,32.56,5.76,0,1,0,0,0,0
1954,0.39,Kragujevac,2.79,6.83,11.09,,992.1,,,,79.22,3.51,514.0,2.55,2019-11-25 03:00:00,57.68,5.39,0,1,0,0,0,0
1955,0.38,Kragujevac,2.72,6.96,11.12,,991.8,,,,79.81,3.36,515.0,2.59,2019-11-25 04:00:00,53.61,5.7,0,1,0,0,0,0
1956,0.4,Kragujevac,3.83,8.85,14.76,,991.91,,,,79.5,3.39,516.0,2.13,2019-11-25 05:00:00,45.36,5.85,0,1,0,0,0,0
1957,0.45,Kragujevac,4.75,10.45,17.8,,991.87,,,,79.21,3.53,517.0,2.13,2019-11-25 06:00:00,49.61,5.8,0,1,0,0,0,0
1958,0.85,Kragujevac,46.45,18.28,89.54,,992.25,,,,78.81,5.91,518.0,0.51,2019-11-25 07:00:00,329.83,6.04,0,1,0,0,0,0
1959,0.59,Kragujevac,15.7,17.07,40.83,,992.43,,,,76.49,5.4,519.0,1.72,2019-11-25 08:00:00,29.7,7.92,0,1,0,0,0,0
1960,0.54,Kragujevac,8.58,13.65,26.82,,992.29,,,,71.01,4.09,520.0,2.4,2019-11-25 09:00:00,40.32,9.23,0,1,0,0,0,0
1961,0.5,Kragujevac,6.92,14.33,25.01,,991.62,,,,66.16,4.33,521.0,2.61,2019-11-25 10:00:00,37.57,10.85,0,1,0,0,0,0
1962,0.51,Kragujevac,7.73,15.17,26.99,,990.96,,,,61.87,4.38,522.0,3.48,2019-11-25 11:00:00,26.66,12.04,0,1,0,0,0,0
1963,0.52,Kragujevac,5.85,14.98,23.96,,990.35,,,,59.78,,523.0,2.96,2019-11-25 12:00:00,23.32,12.48,0,1,0,0,0,0
1964,0.62,Kragujevac,,,,,990.12,,,,60.02,3.92,524.0,2.48,2019-11-25 13:00:00,30.79,12.46,0,1,0,0,0,0
1965,,Kragujevac,7.18,18.92,29.87,,989.99,,,,60.66,4.81,525.0,2.75,2019-11-25 14:00:00,10.52,12.12,0,1,0,0,0,0
1966,1.07,Kragujevac,18.04,27.25,55.02,,989.94,,,,63.13,4.82,526.0,1.91,2019-11-25 15:00:00,40.38,11.36,0,1,0,0,0,0
1967,1.27,Kragujevac,20.48,26.2,58.6,,990.35,,,,66.26,5.24,527.0,1.84,2019-11-25 16:00:00,36.58,10.07,0,1,0,0,0,0
1968,1.4,Kragujevac,35.23,21.15,75.42,,990.64,,,,71.19,5.61,528.0,0.93,2019-11-25 17:00:00,10.15,8.64,0,1,0,0,0,0
1969,1.49,Kragujevac,60.49,17.62,109.71,,990.66,,,,73.71,6.28,529.0,0.54,2019-11-25 18:00:00,358.97,8.03,0,1,0,0,0,0
1970,1.61,Kragujevac,38.1,18.15,76.53,,990.98,,,,75.34,5.36,530.0,0.65,2019-11-25 19:00:00,9.03,8.07,0,1,0,0,0,0
1971,2.26,Kragujevac,62.21,19.02,114.53,,991.05,,,,76.4,6.89,531.0,1.47,2019-11-25 20:00:00,14.73,8.05,0,1,0,0,0,0
1972,1.64,Kragujevac,35.93,17.28,72.22,,990.97,,,,77.97,6.09,532.0,1.78,2019-11-25 21:00:00,13.61,7.78,0,1,0,0,0,0
1973,1.1,Kragujevac,18.32,15.29,43.31,,990.94,,,,79.55,5.01,533.0,1.82,2019-11-25 22:00:00,6.16,7.31,0,1,0,0,0,0
1974,1.03,Kragujevac,10.66,14.23,30.58,,990.89,,,,80.67,4.58,534.0,1.2,2019-11-25 23:00:00,8.2,7.49,0,1,0,0,0,0
1975,1.17,Kragujevac,13.03,13.28,33.2,,990.8,,,,80.61,4.69,535.0,1.43,2019-11-26 00:00:00,6.64,7.81,0,1,0,0,0,0
1976,0.98,Kragujevac,8.74,12.26,25.67,,990.94,,,,80.76,4.16,536.0,1.14,2019-11-26 01:00:00,13.54,7.56,0,1,0,0,0,0
1977,1.5,Kragujevac,16.45,10.33,35.47,,990.85,,,,81.41,4.43,537.0,1.1,2019-11-26 02:00:00,11.65,7.06,0,1,0,0,0,0
1978,1.63,Kragujevac,9.27,9.58,23.73,,990.77,,,,82.15,4.18,538.0,0.71,2019-11-26 03:00:00,12.06,7.36,0,1,0,0,0,0
1979,1.19,Kragujevac,8.58,9.23,22.36,,990.76,,,,82.04,3.63,539.0,0.58,2019-11-26 04:00:00,0.61,7.76,0,1,0,0,0,0
1980,1.24,Kragujevac,19.43,9.69,39.72,,990.78,,,,81.68,4.52,540.0,0.52,2019-11-26 05:00:00,357.51,7.71,0,1,0,0,0,0
1981,1.37,Kragujevac,35.11,9.83,63.62,,990.93,,,,81.67,5.14,541.0,0.47,2019-11-26 06:00:00,356.58,7.77,0,1,0,0,0,0
1982,1.41,Kragujevac,52.15,11.4,91.49,,991.29,,,,81.89,6.08,542.0,0.55,2019-11-26 07:00:00,11.28,7.94,0,1,0,0,0,0
1983,1.1,Kragujevac,27.22,14.86,56.45,,991.63,,,,82.03,5.88,543.0,0.64,2019-11-26 08:00:00,356.36,8.74,0,1,0,0,0,0
1984,0.87,Kragujevac,15.04,17.38,40.41,,991.9,,,,80.71,4.93,544.0,0.94,2019-11-26 09:00:00,351.33,9.75,0,1,0,0,0,0
1985,0.85,Kragujevac,21.64,26.03,60.13,,991.97,,,,78.36,7.14,545.0,1.36,2019-11-26 10:00:00,355.8,10.21,0,1,0,0,0,0
1986,0.68,Kragujevac,11.65,22.43,40.22,,991.67,,,,76.24,7.18,546.0,1.26,2019-11-26 11:00:00,357.02,10.86,0,1,0,0,0,0
1987,0.75,Kragujevac,13.01,24.21,44.18,,991.22,,,,71.69,10.03,547.0,0.97,2019-11-26 12:00:00,344.4,12.03,0,1,0,0,0,0
1988,0.64,Kragujevac,8.17,19.22,31.7,,990.8,,,,68.34,7.45,548.0,1.49,2019-11-26 13:00:00,354.77,12.27,0,1,0,0,0,0
1989,0.67,Kragujevac,11.52,22.33,40.02,,990.73,,,,66.94,5.91,549.0,1.88,2019-11-26 14:00:00,349.23,12.36,0,1,0,0,0,0
1990,0.89,Kragujevac,9.87,22.95,38.07,,990.89,,,,66.84,5.08,550.0,1.79,2019-11-26 15:00:00,3.56,11.88,0,1,0,0,0,0
1991,1.42,Kragujevac,15.61,25.51,49.51,,991.17,,,,68.05,4.99,551.0,1.5,2019-11-26 16:00:00,26.7,10.85,0,1,0,0,0,0
1992,1.83,Kragujevac,51.32,23.31,101.94,,991.72,,,,71.2,6.2,552.0,0.78,2019-11-26 17:00:00,359.47,9.53,0,1,0,0,0,0
1993,1.05,Kragujevac,17.14,17.67,43.77,,992.1,,,,74.46,4.53,553.0,0.54,2019-11-26 18:00:00,20.51,7.93,0,1,0,0,0,0
1994,1.64,Kragujevac,41.4,18.2,81.9,,992.25,,,,77.95,5.73,554.0,0.13,2019-11-26 19:00:00,0.15,6.53,0,1,0,0,0,0
1995,1.96,Kragujevac,41.2,18.08,80.76,,992.26,,,,80.41,5.46,555.0,0.12,2019-11-26 20:00:00,273.34,5.11,0,1,0,0,0,0
1996,1.69,Kragujevac,30.33,15.14,61.53,,992.16,,,,82.54,5.05,556.0,0.15,2019-11-26 21:00:00,337.88,4.39,0,1,0,0,0,0
1997,1.97,Kragujevac,31.31,13.48,61.54,,991.73,,,,84.12,5.43,557.0,0.09,2019-11-26 22:00:00,317.21,3.7,0,1,0,0,0,0
1998,1.31,Kragujevac,19.67,12.19,42.24,,991.98,,,,85.33,4.03,558.0,0.07,2019-11-26 23:00:00,265.45,2.87,0,1,0,0,0,0
1999,1.21,Kragujevac,13.8,10.16,31.34,,991.49,,,,86.3,4.04,559.0,0.19,2019-11-27 00:00:00,22.15,2.8,0,1,0,0,0,0
2000,0.99,Kragujevac,9.27,9.56,23.72,,991.59,,,,87.19,3.57,560.0,0.11,2019-11-27 01:00:00,234.21,2.17,0,1,0,0,0,0
2001,0.72,Kragujevac,5.89,8.05,17.04,,991.23,,,,87.9,3.63,561.0,0.12,2019-11-27 02:00:00,47.94,2.22,0,1,0,0,0,0
2002,0.68,Kragujevac,4.3,7.41,14.0,,990.76,,,,88.62,3.7,562.0,0.09,2019-11-27 03:00:00,268.3,2.14,0,1,0,0,0,0
2003,0.59,Kragujevac,4.72,7.4,14.64,,990.62,,,,89.16,3.94,563.0,0.16,2019-11-27 04:00:00,214.93,1.96,0,1,0,0,0,0
2004,0.7,Kragujevac,19.65,9.4,39.54,,990.77,,,,89.98,3.9,564.0,0.12,2019-11-27 05:00:00,206.19,2.69,0,1,0,0,0,0
2005,0.83,Kragujevac,32.08,12.28,61.35,,990.78,,,,91.0,4.56,565.0,0.12,2019-11-27 06:00:00,230.33,3.27,0,1,0,0,0,0
2006,0.74,Kragujevac,28.17,12.71,55.76,,991.02,,,,92.05,4.97,566.0,0.17,2019-11-27 07:00:00,173.07,3.63,0,1,0,0,0,0
2007,0.95,Kragujevac,25.04,14.84,53.31,,991.44,,,,93.22,4.42,567.0,0.72,2019-11-27 08:00:00,196.25,4.32,0,1,0,0,0,0
2008,0.95,Kragujevac,20.74,14.9,46.57,,991.37,,,,94.33,4.77,568.0,0.27,2019-11-27 09:00:00,174.84,5.65,0,1,0,0,0,0
2009,0.94,Kragujevac,15.41,17.88,41.52,,990.46,,,,94.62,4.83,569.0,0.2,2019-11-27 10:00:00,232.92,7.92,0,1,0,0,0,0
2010,0.97,Kragujevac,14.64,21.31,43.68,,989.37,,,,92.13,5.6,570.0,0.11,2019-11-27 11:00:00,1.53,10.68,0,1,0,0,0,0
2011,0.78,Kragujevac,12.04,21.9,40.4,,988.79,,,,76.75,8.19,571.0,0.29,2019-11-27 12:00:00,23.31,13.92,0,1,0,0,0,0
2012,0.95,Kragujevac,17.0,25.05,51.17,,988.08,,,,60.07,7.63,572.0,0.17,2019-11-27 13:00:00,5.37,15.34,0,1,0,0,0,0
2013,1.46,Kragujevac,50.38,30.53,108.11,,987.79,,,,57.97,7.29,573.0,0.46,2019-11-27 14:00:00,15.47,14.92,0,1,0,0,0,0
2014,2.19,Kragujevac,93.71,26.54,169.88,,987.65,,,,62.63,6.01,574.0,0.39,2019-11-27 15:00:00,358.24,13.7,0,1,0,0,0,0
2015,2.55,Kragujevac,84.81,24.87,155.64,,987.74,,,,65.68,4.81,575.0,0.5,2019-11-27 16:00:00,357.74,12.6,0,1,0,0,0,0
2016,2.42,Kragujevac,64.15,21.84,119.93,,987.88,,,,71.11,4.15,576.0,0.12,2019-11-27 17:00:00,292.98,10.53,0,1,0,0,0,0
2017,2.25,Kragujevac,54.43,22.92,106.12,,987.97,,,,76.76,4.13,577.0,0.19,2019-11-27 18:00:00,344.18,9.29,0,1,0,0,0,0
2018,2.65,Kragujevac,61.55,16.92,111.32,,987.67,,,,79.27,4.0,578.0,0.4,2019-11-27 19:00:00,352.63,9.29,0,1,0,0,0,0
2019,3.51,Kragujevac,56.15,14.98,100.84,,987.79,,,,79.96,3.95,579.0,0.33,2019-11-27 20:00:00,355.23,8.99,0,1,0,0,0,0
2020,2.77,Kragujevac,56.32,18.36,104.42,,987.94,,,,81.05,3.76,580.0,0.32,2019-11-27 21:00:00,346.93,8.88,0,1,0,0,0,0
2021,2.44,Kragujevac,42.92,16.51,82.07,,987.45,,,,81.55,2.92,581.0,0.33,2019-11-27 22:00:00,358.38,8.98,0,1,0,0,0,0
2022,2.03,Kragujevac,29.98,19.46,65.45,,987.27,,,,81.87,2.32,582.0,0.14,2019-11-27 23:00:00,356.84,9.12,0,1,0,0,0,0
2023,1.61,Kragujevac,20.33,15.87,46.85,,987.38,,,,82.67,1.7,583.0,0.39,2019-11-28 00:00:00,4.46,9.35,0,1,0,0,0,0
2024,1.39,Kragujevac,10.24,14.9,30.65,,987.22,,,,84.65,1.11,584.0,0.22,2019-11-28 01:00:00,320.08,9.26,0,1,0,0,0,0
2025,1.17,Kragujevac,10.09,13.13,28.57,,986.86,,,,86.88,1.06,585.0,0.68,2019-11-28 02:00:00,18.81,9.7,0,1,0,0,0,0
2026,0.58,Kragujevac,2.49,10.22,13.89,,986.44,,,,87.52,1.03,586.0,0.96,2019-11-28 03:00:00,44.79,10.58,0,1,0,0,0,0
2027,0.75,Kragujevac,4.31,11.61,18.26,,986.5,,,,87.19,0.96,587.0,0.18,2019-11-28 04:00:00,347.45,9.43,0,1,0,0,0,0
2028,0.99,Kragujevac,24.11,12.89,49.97,,986.64,,,,88.19,2.0,588.0,0.27,2019-11-28 05:00:00,295.79,8.88,0,1,0,0,0,0
2029,1.23,Kragujevac,46.83,13.58,84.96,,986.92,,,,89.3,2.43,589.0,0.14,2019-11-28 06:00:00,326.84,8.16,0,1,0,0,0,0
2030,1.35,Kragujevac,53.78,14.98,97.62,,986.81,,,,90.46,3.08,590.0,0.15,2019-11-28 07:00:00,266.37,7.88,0,1,0,0,0,0
2031,1.33,Kragujevac,40.57,20.8,82.91,,986.79,,,,91.48,2.34,591.0,0.25,2019-11-28 08:00:00,300.87,9.21,0,1,0,0,0,0
2032,1.82,Kragujevac,59.45,24.41,116.56,,986.79,,,,91.93,4.34,592.0,0.3,2019-11-28 09:00:00,287.11,10.47,0,1,0,0,0,0
2033,2.48,Kragujevac,48.6,29.03,103.2,,986.59,,,,92.03,3.43,593.0,0.18,2019-11-28 10:00:00,345.76,11.75,0,1,0,0,0,0
2034,1.32,Kragujevac,22.28,27.16,61.08,,985.64,,,,90.68,2.3,594.0,1.13,2019-11-28 11:00:00,35.09,13.95,0,1,0,0,0,0
2035,0.67,Kragujevac,6.05,17.55,26.72,,984.68,,,,76.77,1.1,595.0,2.4,2019-11-28 12:00:00,43.7,16.2,0,1,0,0,0,0
2036,0.86,Kragujevac,15.24,26.43,50.68,,984.15,,,,65.6,,596.0,1.0,2019-11-28 13:00:00,39.99,16.53,0,1,0,0,0,0
2037,1.15,Kragujevac,,,,,983.96,,,,63.93,2.42,597.0,0.49,2019-11-28 14:00:00,32.03,16.67,0,1,0,0,0,0
2038,,Kragujevac,33.32,31.81,83.21,,983.94,,,,65.51,1.0,598.0,0.65,2019-11-28 15:00:00,22.04,16.15,0,1,0,0,0,0
2039,0.82,Kragujevac,15.14,31.08,54.1,,984.98,,,,76.27,,599.0,2.28,2019-11-28 16:00:00,277.25,13.84,0,1,0,0,0,0
2040,0.99,Kragujevac,12.17,26.63,45.25,,985.45,,,,85.44,,600.0,1.4,2019-11-28 17:00:00,355.95,12.45,0,1,0,0,0,0
2041,0.87,Kragujevac,11.79,27.45,45.59,,985.3,,,,88.43,,601.0,1.25,2019-11-28 18:00:00,353.36,11.72,0,1,0,0,0,0
2042,0.97,Kragujevac,12.0,25.33,43.53,,985.03,,,,89.49,,602.0,1.37,2019-11-28 19:00:00,2.28,11.35,0,1,0,0,0,0
2043,1.6,Kragujevac,37.37,31.57,89.06,,984.93,,,,90.11,0.98,603.0,0.73,2019-11-28 20:00:00,342.43,11.05,0,1,0,0,0,0
2044,0.96,Kragujevac,17.13,26.35,52.34,,985.84,,,,90.83,0.85,604.0,1.12,2019-11-28 21:00:00,308.06,10.86,0,1,0,0,0,0
2045,0.72,Kragujevac,12.71,22.01,42.07,,986.25,,,,91.08,,605.0,0.6,2019-11-28 22:00:00,347.84,10.39,0,1,0,0,0,0
2046,0.92,Kragujevac,9.17,19.9,33.91,,985.68,,,,91.23,,606.0,0.53,2019-11-28 23:00:00,2.38,10.23,0,1,0,0,0,0
2047,0.64,Kragujevac,8.47,17.78,30.81,,985.26,,,,91.66,,607.0,0.16,2019-11-29 00:00:00,0.31,9.99,0,1,0,0,0,0
2048,0.54,Kragujevac,4.04,14.86,20.94,,985.15,,,,91.64,,608.0,0.63,2019-11-29 01:00:00,8.32,10.15,0,1,0,0,0,0
2049,0.49,Kragujevac,3.56,11.81,17.27,,985.7,,,,91.51,,609.0,0.64,2019-11-29 02:00:00,21.3,10.12,0,1,0,0,0,0
2050,0.44,Kragujevac,3.02,9.74,14.44,,985.85,,,,91.83,,610.0,0.17,2019-11-29 03:00:00,58.95,9.88,0,1,0,0,0,0
2051,0.51,Kragujevac,4.96,14.2,21.69,,986.16,,,,92.03,,611.0,0.34,2019-11-29 04:00:00,349.9,9.93,0,1,0,0,0,0
2052,0.66,Kragujevac,15.68,20.17,44.5,,986.25,,,,91.93,0.5,612.0,0.31,2019-11-29 05:00:00,359.94,9.6,0,1,0,0,0,0
2053,0.84,Kragujevac,24.83,27.39,65.39,,986.72,,,,91.68,0.83,613.0,0.22,2019-11-29 06:00:00,48.84,8.87,0,1,0,0,0,0
2054,1.03,Kragujevac,37.75,30.26,87.98,,987.0,,,,91.44,1.28,614.0,0.12,2019-11-29 07:00:00,8.39,9.24,0,1,0,0,0,0
2055,0.96,Kragujevac,21.71,32.56,65.74,,987.34,,,,89.79,0.6,615.0,0.23,2019-11-29 08:00:00,114.32,10.47,0,1,0,0,0,0
2056,0.88,Kragujevac,14.25,29.07,51.05,,987.82,,,,84.64,,616.0,0.16,2019-11-29 09:00:00,108.16,11.64,0,1,0,0,0,0
2057,1.08,Kragujevac,16.22,31.06,55.76,,988.13,,,,78.55,,617.0,0.17,2019-11-29 10:00:00,205.11,12.54,0,1,0,0,0,0
2058,0.72,Kragujevac,9.3,30.42,44.66,,987.87,,,,71.99,,618.0,0.68,2019-11-29 11:00:00,255.36,13.83,0,1,0,0,0,0
2059,0.73,Kragujevac,10.81,30.2,46.78,,987.59,,,,64.67,0.5,619.0,0.46,2019-11-29 12:00:00,239.6,15.08,0,1,0,0,0,0
2060,0.87,Kragujevac,16.07,34.47,59.28,,987.45,,,,57.71,0.5,620.0,0.43,2019-11-29 13:00:00,250.83,15.75,0,1,0,0,0,0
2061,1.17,Kragujevac,23.26,34.0,69.44,,987.44,,,,55.54,0.5,621.0,0.86,2019-11-29 14:00:00,278.73,15.91,0,1,0,0,0,0
2062,0.97,Kragujevac,21.56,34.16,67.19,,987.99,,,,59.18,,622.0,1.22,2019-11-29 15:00:00,337.4,14.93,0,1,0,0,0,0
2063,1.75,Kragujevac,63.12,25.25,123.12,,988.52,,,,63.88,,623.0,0.9,2019-11-29 16:00:00,12.99,13.83,0,1,0,0,0,0
2064,2.0,Kragujevac,34.34,20.49,72.78,,989.01,,,,69.32,,624.0,0.36,2019-11-29 17:00:00,17.54,11.42,0,1,0,0,0,0
2065,1.78,Kragujevac,44.31,20.39,88.13,,989.26,,,,74.7,,625.0,0.11,2019-11-29 18:00:00,277.1,9.52,0,1,0,0,0,0
2066,1.87,Kragujevac,50.53,19.1,95.43,,989.41,,,,78.54,,626.0,0.09,2019-11-29 19:00:00,318.66,8.27,0,1,0,0,0,0
2067,2.16,Kragujevac,51.24,16.63,95.12,,989.59,,,,81.54,0.76,627.0,0.16,2019-11-29 20:00:00,354.08,7.28,0,1,0,0,0,0
2068,2.25,Kragujevac,54.69,17.06,100.84,,989.51,,,,83.77,1.53,628.0,0.19,2019-11-29 21:00:00,307.17,6.79,0,1,0,0,0,0
2069,2.07,Kragujevac,41.29,13.56,76.9,,989.34,,,,85.17,1.61,629.0,0.17,2019-11-29 22:00:00,344.27,6.27,0,1,0,0,0,0
2070,1.8,Kragujevac,31.97,15.84,64.66,,989.27,,,,85.88,0.85,630.0,0.26,2019-11-29 23:00:00,345.17,6.64,0,1,0,0,0,0
2071,1.61,Kragujevac,19.29,15.24,44.85,,988.91,,,,85.78,0.66,631.0,0.22,2019-11-30 00:00:00,16.39,7.0,0,1,0,0,0,0
2072,1.76,Kragujevac,18.85,14.59,43.42,,988.9,,,,85.56,0.5,632.0,0.28,2019-11-30 01:00:00,357.79,7.52,0,1,0,0,0,0
2073,1.21,Kragujevac,12.11,12.7,31.29,,989.26,,,,85.87,0.5,633.0,0.65,2019-11-30 02:00:00,346.75,8.29,0,1,0,0,0,0
2074,0.73,Kragujevac,6.63,12.63,22.79,,990.11,,,,86.72,,634.0,0.43,2019-11-30 03:00:00,336.17,8.67,0,1,0,0,0,0
2075,0.56,Kragujevac,6.31,14.26,23.94,,990.41,,,,87.84,,635.0,0.55,2019-11-30 04:00:00,9.9,8.68,0,1,0,0,0,0
2076,0.72,Kragujevac,12.47,17.31,36.65,,991.14,,,,89.2,0.5,636.0,0.33,2019-11-30 05:00:00,6.43,8.53,0,1,0,0,0,0
2077,0.62,Kragujevac,10.68,23.15,39.18,,992.55,,,,90.74,,637.0,1.99,2019-11-30 06:00:00,257.66,8.69,0,1,0,0,0,0
2078,0.46,Kragujevac,4.49,14.34,21.24,,994.86,,,,91.21,,638.0,3.68,2019-11-30 07:00:00,256.98,7.49,0,1,0,0,0,0
2079,0.52,Kragujevac,4.87,18.5,25.97,,997.27,,,,90.1,,639.0,2.27,2019-11-30 08:00:00,260.31,5.3,0,1,0,0,0,0
2080,0.62,Kragujevac,9.22,28.46,42.71,,998.49,,,,87.23,,640.0,1.81,2019-11-30 09:00:00,230.8,5.83,0,1,0,0,0,0
2081,0.53,Kragujevac,9.52,26.89,41.42,,999.15,,,,78.98,1.89,641.0,2.51,2019-11-30 10:00:00,233.08,6.92,0,1,0,0,0,0
2082,0.53,Kragujevac,9.77,25.36,40.31,,999.43,,,,67.45,2.65,642.0,3.63,2019-11-30 11:00:00,234.86,7.59,0,1,0,0,0,0
2083,0.43,Kragujevac,6.77,20.19,30.58,,999.66,,,,55.52,1.26,643.0,4.16,2019-11-30 12:00:00,237.55,8.1,0,1,0,0,0,0
2084,0.51,Kragujevac,8.39,24.31,37.16,,999.74,,,,48.38,,644.0,3.82,2019-11-30 13:00:00,237.07,8.2,0,1,0,0,0,0
2085,0.51,Kragujevac,8.36,24.77,38.2,,999.99,,,,46.96,,645.0,4.08,2019-11-30 14:00:00,238.5,8.16,0,1,0,0,0,0
2086,0.58,Kragujevac,15.51,31.97,55.9,,1000.41,,,,48.57,,646.0,2.07,2019-11-30 15:00:00,238.55,7.42,0,1,0,0,0,0
2087,0.78,Kragujevac,34.12,33.49,85.68,,1001.03,,,,49.52,0.5,647.0,0.92,2019-11-30 16:00:00,241.31,6.4,0,1,0,0,0,0
2088,0.76,Kragujevac,30.76,24.97,71.94,,1001.65,,,,51.87,0.5,648.0,0.32,2019-11-30 17:00:00,281.77,5.7,0,1,0,0,0,0
2089,1.1,Kragujevac,18.97,22.54,51.56,,1002.2,,,,57.01,,649.0,0.17,2019-11-30 18:00:00,42.87,4.54,0,1,0,0,0,0
2090,1.01,Kragujevac,13.17,21.24,41.45,,1002.81,,,,60.81,0.77,650.0,1.61,2019-11-30 19:00:00,255.87,4.9,0,1,0,0,0,0
2091,0.72,Kragujevac,19.02,24.81,53.97,,1003.42,,,,56.76,0.88,651.0,0.92,2019-11-30 20:00:00,246.98,4.43,0,1,0,0,0,0
